simple_name,full_name,title,lore,blurb,key_id,ally_tips,enemy_tips,resource,tags,attack_rating,defense_rating,difficulty_rating,magic_rating,passive_name,passive_description,hp,hpperlevel,mp,mpperlevel,movespeed,armor,armorperlevel,spellblock,spellblockperlevel,attackrange,hpregen,hpregenperlevel,mpregen,mpregenperlevel,crit,critperlevel,attackdamage,attackdamageperlevel,attackspeedperlevel,attackspeed
trundle,Trundle,the Troll King,"Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his massive club of True Ice at the ready, he chills his enemies to the bone and impales them with jagged, frozen pillars, laughing as they bleed out onto the tundra.","Trundle is a hulking and devious troll with a particularly vicious streak, and there is nothing he cannot bludgeon into submission—not even the Freljord itself. Fiercely territorial, he chases down anyone foolish enough to enter his domain. Then, his...",48,Trundle excels at fighting within his Frozen Domain. Try to draw enemies onto it._Use Subjugate to soften a powerful enemy tank or to create a target for your team to focus fire._Chomp is good for lowering the physical damage of enemies; try to focus it on enemy physical damage dealers.,"Trundle is very powerful at location-based combat. Try to draw him off of his Frozen Domain._Make sure to get out of his Pillar of Ice as quickly as possible, as it significantly slows you down.",Mana,Fighter_Tank,7,6,5,2,King's Tribute,"When an enemy unit dies near Trundle, he heals for a percent of its maximum Health.",616.0,96,281.0,45.0,350,37,2.7,32.0,1.25,175,6.0,0.75,7.5,0.6,0,0,68.0,3.0,2.9,0.67
tryndamere,Tryndamere,the Barbarian King,"Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the annihilation of his clan, though more recently he has found companionship with Ashe, the Avarosan warmother, and a home with her people. His almost inhuman strength and fortitude is legendary, and has delivered him and his new allies countless victories against the greatest of odds.","Fueled by unbridled fury and rage, Tryndamere once carved his way through the Freljord, openly challenging the greatest warriors of the north to prepare himself for even darker days ahead. The wrathful barbarian has long sought revenge for the...",23,"Delaying the activation of Undying Rage is a very effective way to make an enemy champion over-commit to trying to kill you._Bloodlust is an excellent way to heal Tryndamere. Try not to let it fade off before you activate it._If the enemy is stacking Armor, try building items like Last Whisper or Youmuu's Ghostblade.","Try harassing Tryndamere early so he can't kill minions and heal with Bloodlust._Remember, Tryndamere can only slow you if you are facing away from him._Most of Tryndamere's damage is physical. If he's getting too strong, consider buying a Thornmail.",Fury,Fighter_Assassin,10,5,5,2,Battle Fury,"Tryndamere gains Fury for each attack, critical strike, and killing blow he makes. Fury passively increases his Critical Strike Chance and can be consumed with his Bloodlust spell.",626.0,98,100.0,0.0,345,33,3.1,32.0,1.25,125,8.5,0.9,0.0,0.0,0,0,72.0,3.7,2.9,0.67
twistedfate,Twisted Fate,the Card Master,"Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking smile and an insouciant swagger. In every possible way, Twisted Fate always has an ace up his sleeve.","Twisted Fate is an infamous cardsharp and swindler who has gambled and charmed his way across much of the known world, earning the enmity and admiration of the rich and foolish alike. He rarely takes things seriously, greeting each day with a mocking...",4,"Coordinate with your allies for the best time to use Destiny to ambush enemies._Stealth characters often escape a battle with very low hit points. Take advantage of Destiny's ability to reveal stealthed units to finish them off._Twisted Fate is viable as an Attack Damage or Ability Power character, letting him fit on many different team compositions.","Focus on dodging Wild Cards early when your champion doesn't have the hit points to afford getting hit._If you have low Health, use Destiny as an indicator to run to safety. It will give you a head start in escaping any possible ganks.",Mana,Mage,6,2,9,6,Loaded Dice,"Upon killing a unit, Twisted Fate rolls his 'lucky' dice receiving 1 to 6 bonus gold.",534.0,94,333.0,39.0,330,21,3.15,30.0,0.5,525,5.5,0.6,8.0,0.8,0,0,52.0,3.3,3.22,0.651
twitch,Twitch,the Plague Rat,"A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really are. Always a sneaky sneak, when he's not rooting around in the Sump, he's digging deep into other people's garbage for discarded treasures… and perhaps a moldy sandwich.","A Zaunite plague rat by birth, but a connoisseur of filth by passion, Twitch is not afraid to get his paws dirty. Aiming a chem-powered crossbow at the gilded heart of Piltover, he has vowed to show those in the city above just how filthy they really...",29,Twitch's Attack Speed is among the highest in the game; try purchasing items with on-hit effects such as Black Cleaver or Wit's End._Contaminate has a large range; apply as many stacks of Deadly Venom as possible before using it._You can catch up to an enemy out of attack range with Venom Cask.,"Twitch is fragile. Work with teammates to focus on him when you're able to catch him out of Camouflage._Spell Shields won't block the damage from Deadly Venom, but they will block the effects Twitch can trigger with it._If you suspect Twitch has left the lane, let your teammates know that Twitch is ''MIA.''",Mana,Marksman_Assassin,9,2,6,3,Deadly Venom,"Twitch's basic attacks infect the target, dealing true damage each second.",612.0,86,287.2,40.0,330,27,3.0,30.0,0.5,550,3.75,0.6,7.26,0.45,0,0,59.0,3.11,3.38,0.679
udyr,Udyr,the Spirit Walker,"Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the bear might, and the phoenix its eternal flame. With their combined power, Udyr can turn back all those who would attempt to harm the natural order.","Udyr is more than a man; he is a vessel for the untamed power of four primal animal spirits. When tapping into the spirits' bestial natures, Udyr can harness their unique strengths: The tiger grants him speed and ferocity, the turtle resilience, the...",77,"Damage is applied to turtle shield post-mitigation. Therefore, buying defensive items can drastically increase your survivability._Udyr is one of the best junglers in the game. Taking advantage of this can give your team a large XP advantage and map control.","Udyr players will often start in the jungle and only appear to gank in lanes. Try warding key locations to keep track of his movement._Once the initial shield effect has faded, Turtle Stance is weak against other champions. Press the attack to force him to switch stances and prevent him from regenerating health._Some Udyr players buy tank items to become very durable. If they do, focus their weaker teammates instead.",Mana,Fighter_Tank,8,7,7,4,Monkey's Agility,Udyr gains stacking Move Speed and Attack Speed after using an Ability. Udyr has four basic Abilities that he may use to swap between Stances. Changing Stances immediately ends both the passive and the on-hit portion of the previous Stance.,594.0,92,271.0,50.0,350,34,4.0,32.0,1.25,125,6.0,0.75,7.5,0.45,0,0,64.0,5.0,2.67,0.658
urgot,Urgot,the Dreadnought,"Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that spread chaos throughout the city, he now casts an imposing shadow over its criminal underworld. Raising his victims on the very chains that once enslaved him, he will purge his new home of the unworthy, making it a crucible of pain.","Once a powerful Noxian headsman, Urgot was betrayed by the empire for which he had killed so many. Bound in iron chains, he was forced to learn the true meaning of strength in the Dredge—a prison mine deep beneath Zaun. Emerging in a disaster that...",6,"Pay attention to your individual leg's cooldowns, as they make for a signficiant portion of your damage_Land Corrosive Charge or Disdain to lock on to target's with Purge - a great way to trigger multiple legs in rapid succession._Save Fear Beyond Death for opponents you know are already too weak to survive. It's especially good for picking off fleeing foes.","Urgot relies heavily on blasting opponents with his legs, which have their own cooldowns and only detonate when he attacks in the direction they are facing. Avoid getting hit by multiple._Urgot can deal and absorb tremendous amounts of damage with Purge, but slows himself while firing._If you are struck by Fear Beyond Death, do your best to avoid falling below the execution threshold (25% of your Maximum Health) until the effect times out.",Mana,Fighter_Tank,8,5,8,3,Echoing Flames,"Urgot's basic attacks and Purge periodically trigger blasts of flame from his legs, dealing physical damage.",585.0,88,340.0,45.0,330,36,4.25,32.0,1.25,350,7.5,0.7,7.25,0.8,0,0,63.0,4.0,3.75,0.625
varus,Varus,the Arrow of Retribution,"One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade flesh of two Ionian hunters—they had unwittingly released him, cursed to bear the bow containing his bound essence. Varus now seeks out those who trapped him, in order to enact his brutal vengeance, but the mortal souls within still resist him every step of the way.","One of the ancient darkin, Varus was a deadly killer who loved to torment his foes, driving them almost to insanity before delivering the killing arrow. He was imprisoned at the end of the Great Darkin War, but escaped centuries later in the remade...",110,"An early point in Blighted Quiver helps harass enemy champions and get killing blows on minions._During short range fights it's sometimes best to fire Piercing Arrow quickly, rather than charging it to full power._Try to take advantage of Piercing Arrow's very long range to snipe at enemy champions before a fight or as they're trying to flee.","If you are affected by Blight, Varus' abilities will deal extra damage to you._When he gets a kill or assist, Varus temporarily gains Attack Speed and is much more dangerous._You'll get bound in place if a tendril from Varus' ultimate, Chain of Corruption, reaches you. You can cause the tendril to die however by running far enough away from it.",Mana,Marksman_Mage,7,3,2,4,Living Vengeance,"On kill or assist, Varus temporarily gains Attack Speed. This bonus is larger if the enemy is a champion.",530.0,91,360.0,40.0,330,27,3.4,30.0,0.5,575,3.5,0.55,8.0,0.8,0,0,59.0,3.4,4.0,0.658
vayne,Vayne,the Night Hunter,"Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when slaying practitioners or creations of the dark arts, striking from the shadows with a flurry of silver bolts.","Shauna Vayne is a deadly, remorseless Demacian monster hunter, who has dedicated her life to finding and destroying the demon that murdered her family. Armed with a wrist-mounted crossbow and a heart full of vengeance, she is only truly happy when...",67,"Tumble has many uses, but it cannot pass over walls._Condemn can be used to both pin targets to walls to ensure a kill, or to escape a pursuer._Don't go in first to a large teamfight. Wait for your teammates to initiate.",Vayne is fragile - turn the pressure up on her and she will be forced to play cautiously._Deny Vayne the opportunity to pin you against walls.,Mana,Marksman_Assassin,10,1,8,1,Night Hunter,"Vayne ruthlessly hunts evil-doers, gaining <speed>30 Move Speed</speed> when moving toward nearby enemy champions.",515.0,89,231.8,35.0,330,23,3.4,30.0,0.5,550,3.5,0.55,6.97,0.4,0,0,60.0,2.36,3.3,0.658
veigar,Veigar,the Tiny Master of Evil,"An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been hidden away for thousands of years. Now a stubborn creature with an endless fascination for the mysteries of the universe, Veigar is often underestimated by others—but even though he believes himself truly evil, he possesses an inner morality that leads some to question his deeper motivations.","An enthusiastic master of dark sorcery, Veigar has embraced powers that few mortals dare approach. As a free-spirited inhabitant of Bandle City, he longed to push beyond the limitations of yordle magic, and turned instead to arcane texts that had been...",45,Use Event Horizon to increase your chances of landing Dark Matter._Veigar is extremely Mana and Cooldown Reduction dependent. Try buying items with these stats in order to increase the effectiveness of your passive and Baleful Strike._Veigar is very fragile. It is valuable to select at least one summoner spell that can be used defensively.,"Dark Matter deals very high damage, but it can be avoided. Pay attention to the sound and visual indicator to be aware of when and where the spell will land._Event Horizon only stuns units on the edge. If you're inside the spell, you can still move and attack._Veigar's ultimate deals increased damage based on your missing health.",Mana,Mage,2,2,7,10,Phenomenal Evil Power,Veigar is the greatest Evil to ever strike at the hearts of Runeterra - and he's only getting bigger! Striking an enemy Champion with a spell or scoring a takedown grants Veigar permanently increased Ability Power.,505.0,94,490.0,26.0,340,23,3.75,32.0,0.5,550,6.5,0.6,8.0,0.8,0,0,52.0,2.7,2.24,0.625
velkoz,Vel'Koz,the Eye of the Void,"It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to scrutinize and study the physical realm—and the strange, warlike beings that dwell there—for any weakness the Void might exploit. But Vel'Koz is far from a passive observer, striking back at threats with deadly plasma, or by disrupting the very fabric of the world itself.","It is unclear if Vel'Koz was the first Void-spawn to emerge on Runeterra, but there has certainly never been another to match his level of cruel, calculating sentience. While his kin devour or defile everything around them, he seeks instead to...",161,"When laning, use Void Rift to kill minions while building stacks of Organic Deconstruction on your opponent. You can then follow up with your other abilities._Shooting Plasma Fission diagonally and splitting at maximum range allows you to hit opponents that are out of the range of the initial missile, but is more challenging to pull off._Be very careful about when to use Life Form Disintegration Ray. Many champions have abilities that can interrupt the spell.","Vel'Koz is very dangerous if left alone in a fight. Try to focus him down early._Vel'Koz has fairly low mobility and is vulnerable to ganks._Life Form Disintegration Ray can be interrupted by stuns, silences and knockups.",Mana,Mage,2,2,8,10,Organic Deconstruction,"Vel'Koz's abilities apply <keywordName>Organic Deconstruction</keywordName> to enemies on hit. If 3 stacks are accumulated, the enemy will take a burst of true damage.",520.0,88,469.0,21.0,340,22,3.5,30.0,0.5,525,5.5,0.55,8.0,0.8,0,0,55.0,3.1416,1.36,0.625
vex,Vex,the Gloomist,"In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting cheer of the “normie” world. Though she lacks ambition, she is quick to strike down color and happiness, stopping all would-be interlopers with her magical malaise.","In the black heart of the Shadow Isles, a lone yordle trudges through the spectral fog, content in its murky misery. With an endless supply of teen angst and a powerful shadow in tow, Vex lives in her own self-made slice of gloom, far from the revolting...",711,,,Mana,Mage,0,0,0,0,Doom 'n Gloom,"Vex periodically becomes empowered, causing her next basic Ability to fear enemies and interrupt dashes. Whenever a nearby enemy dashes, Vex applies a mark that can be consumed for bonus damage that also reduces the cooldown of her empowered state.",520.0,90,490.0,32.0,335,23,3.25,28.0,0.5,550,6.5,0.6,6.0,0.8,0,0,54.0,2.75,1.0,0.669
vi,Vi,the Piltover Enforcer,"Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive sense of humor. Now working with the Wardens of Piltover to keep the peace, she wields mighty hextech gauntlets that can punch through walls and suspects with equal ease.","Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive...",254,"A fully charged Vault Breaker will deal double damage. It's great for catching and finishing off fleeing enemies._Relentless Force does full damage to anyone caught in the shockwave. Use it on minions in lane to hit enemies hiding behind them._Cease and Desist is a powerful initiation tool, just remember not to get too far ahead of the rest of your team.",A fully charged Vault breaker deals double damage. If you see Vi start to charge you should back off or try to dodge it._Vi will shred your Armor and gain Attack Speed if she manages to hit you three times in a row. Try not to engage in extended brawls with her._Vi cannot be stopped while using her ult. Remember to save your displacement effects until after she's done charging.,Mana,Fighter_Assassin,8,5,4,3,Blast Shield,Vi charges a shield over time. The shield can be activated by hitting an enemy with an ability.,585.0,85,295.0,65.0,340,30,3.5,32.0,1.25,125,10.0,1.0,8.0,0.65,0,0,63.0,3.0,2.0,0.644
viego,Viego,The Ruined King,"Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving wraith tortured by an obsessive longing for his centuries-dead queen, Viego now stands as the Ruined King, controlling the deadly Harrowings as he scours Runeterra for anything that might one day restore her, and destroying all in his path as the Black Mist pours endlessly from his cruel, broken heart.","Once ruler of a long-lost kingdom, Viego perished over a thousand years ago when his attempt to bring his wife back from the dead triggered the magical catastrophe known as the Ruination. Transformed into a powerful, unliving wraith tortured by an...",234,,,None,Assassin_Fighter,6,4,5,2,Sovereign's Domination,"Enemies who fall before Viego become wraiths. By attacking a wraith, Viego temporarily seizes control of the dead enemy's body, healing for a percentage of his target's max health and gaining access to their basic abilities and items. He replaces their Ultimate with a free cast of his own.",560.0,95,10000.0,0.0,345,34,4.0,32.0,1.25,200,7.0,0.7,0.0,0.0,0,0,57.0,3.5,2.5,0.658
viktor,Viktor,the Machine Herald,"The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology can humanity's full potential be realized. With a body augmented by steel and science, Viktor is zealous in his pursuit of this bright future.","The herald of a new age of technology, Viktor has devoted his life to the advancement of humankind. An idealist who seeks to lift the people of Zaun to a new level of understanding, he believes that only by embracing a glorious evolution of technology...",112,Death Ray is a powerful poke and a strong area of denial tool. Use it in combination with Gravity Field to control your enemy's position._Make sure you choose the right augment at the right time.,"Be careful about how close you let Viktor get to you. Viktor's control of the battlefield increases with his proximity to his opponent._Be aware of how many augments Viktor has upgraded by looking at the color of the light on his staff (purple, yellow, blue, red).",Mana,Mage,2,4,9,10,Glorious Evolution,Viktor can augment his basic abilities when he gets kills on enemies.,530.0,90,405.0,45.0,335,23,4.0,30.0,0.5,525,8.0,0.65,8.0,0.8,0,0,53.0,3.0,2.11,0.658
vladimir,Vladimir,the Crimson Reaper,"A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily as his own. In the flamboyant salons of the Noxian aristocracy, this has enabled him to build a fanatical cult of personality around himself—while in the lowest back alleys, it allows him to bleed his enemies dry.","A fiend with a thirst for mortal blood, Vladimir has influenced the affairs of Noxus since the empire's earliest days. In addition to unnaturally extending his life, his mastery of hemomancy allows him to control the minds and bodies of others as easily...",8,"Transfusion instantly deals damage to the enemy before healing Vladimir, making it one of the best last hitting tools in the game._Cast Hemoplague where it will afflict the most units._Sanguine Pool pops incoming missiles, so it can be used to dodge disables.","Try to take Vladimir down before Hemoplague detonates, as it will heal him for each afflicted enemy Champion._Making Vladimir use Sanguine Pool at the start of a fight will maximize the Health cost of the ability to him._Items that counter Health stacking, such as Liandry's Torment and Blade of the Ruined King, are very effective against Vladimir.",Crimson Rush,Mage,2,6,7,8,Crimson Pact,Every 30 points of bonus Health gives Vladimir 1 Ability Power and every 1 point of Ability Power gives Vladimir 1.6 bonus Health (does not stack with itself).,537.0,96,2.0,0.0,330,23,3.3,30.0,0.5,450,7.0,0.6,0.0,0.0,0,0,55.0,3.0,2.0,0.658
volibear,Volibear,the Relentless Storm,"To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created. Cultivating a deep hatred of civilization and the weakness it brought with it, he now fights to return to the old ways—when the land was untamed, and blood spilled freely—and eagerly battles all who oppose him, with tooth, claw, and thundering domination.","To those who still revere him, the Volibear is the storm made manifest. Destructive, wild, and stubbornly resolute, he existed before mortals walked the Freljord's tundra, and is fiercely protective of the lands that he and his demi-god kin created...",106,,,Mana,Fighter_Tank,7,7,3,4,The Relentless Storm,"Volibear's Attacks and abilities grant Attack Speed, and eventually cause his Attacks to deal bonus magic damage to nearby enemies.",580.0,90,350.0,70.0,340,31,4.0,32.0,1.25,150,9.0,0.75,6.25,0.5,0,0,60.0,3.0,2.0,0.625
warwick,Warwick,the Uncaged Wrath of Zaun,"Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon those criminals who terrorize the city's depths. Warwick is drawn to blood, and driven mad by its scent. None who spill it can escape him.","Warwick is a monster who hunts the gray alleys of Zaun. Transformed by agonizing experiments, his body is fused with an intricate system of chambers and pumps, machinery filling his veins with alchemical rage. Bursting out of the shadows, he preys upon...",19,"Follow your Blood Hunt trails to low health enemy champions._Infinite Duress (R)'s distance scales with any movement speed you gain, even from ally buffs and summoner spells._Jaws of the Beast (Q) will follow enemies who run, dash or teleport if you keep the button held down.",Warwick's attacks heal him at low health. Save your disables to finish him off._Warwick is empowered versus low health enemies. Manage your health to keep him at bay._Warwick's ultimate cast range scales with his movement speed.,Mana,Fighter_Tank,9,5,3,3,Eternal Hunger,"Warwick's basic attacks deal bonus magic damage. If Warwick is below 50% health, he heals the same amount. If Warwick is below 25% health, this healing triples.",550.0,85,280.0,35.0,335,33,3.2,32.0,1.25,125,4.0,0.75,7.47,0.58,0,0,65.0,3.0,2.3,0.638
xayah,Xayah,the Rebel,"Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory.","Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to...",498,Xayah's attacks and abilities leave Feathers on the ground that she can later recall for massive area damage and control._Xayah can use Featherstorm to dodge almost any ability while also creating a ton of Feathers. Try to utilize the offensive and defensive aspects of this ability.,Xayah's Bladecaller will only root targets hit by 3 or more returning Feathers._Long fights in the same area with Xayah will allow her to drop a lot of Feathers. Try to stay on the move!_Make sure you are ready when you go for the kill. Untargetability from Featherstorm can quickly turn an ambush in Xayah's favor.,Mana,Marksman,10,6,5,1,Clean Cuts,"After using an ability, Xayah's next basic attacks will hit all targets along their path and leave a <font color='#C200E1'>Feather</font>.",590.0,88,340.0,40.0,330,25,3.0,30.0,0.5,525,3.25,0.75,8.25,0.75,0,0,60.0,3.5,3.9,0.625
xerath,Xerath,the Magus Ascendant,"Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven insane with power, he now seeks to take what he believes is rightfully his and replace the upstart civilizations of the world with one fashioned in his image.","Xerath is an Ascended Magus of ancient Shurima, a being of arcane energy writhing in the broken shards of a magical sarcophagus. For millennia, he was trapped beneath the desert sands, but the rise of Shurima freed him from his ancient prison. Driven...",101,"It's easier to land Arcanopulse on an enemy when they're moving toward or away from you, rather than side to side._Eye of Destruction will make landing Arcanopulse easier as the target will be slowed._If you stun an enemy with Shocking Orb, follow up with a guaranteed center hit on Eye of Destruction.","Xerath's range can be intimidating, but most champions who close distance with him can trade favorably._Xerath takes a long time to engage Rite of the Arcane. Watch for his spellcast animation and start dodging._Banshee's Veil will make it much harder for Xerath to land Shocking Orb on you.",Mana,Mage,1,3,8,10,Mana Surge,Xerath's basic attacks periodically restore Mana.,526.0,92,459.0,22.0,340,22,3.5,30.0,0.5,525,5.5,0.55,8.0,0.8,0,0,55.0,3.0,1.36,0.625
xinzhao,Xin Zhao,the Seneschal of Demacia,"Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave liberators. Armed with his favored three-talon spear, Xin Zhao now fights for his adopted kingdom, audaciously challenging any foe, no matter the odds.","Xin Zhao is a resolute warrior loyal to the ruling Lightshield dynasty. Once condemned to the fighting pits of Noxus, he survived countless gladiatorial bouts, but after being freed by Demacian forces, he swore his life and allegiance to these brave...",5,Xin Zhao is a great initiator to combat. Lead the front to start a fight and use your ultimate to do the most damage possible._Try to position yourself so your ultimate's knockback is most effective.,"Xin Zhao is a powerful initiator with both his charge and ultimate dealing damage to all units around him. Try having your team stay spread out until he's used his ultimate._Xin Zhao relies heavily on his Three Talon Strikes for damage and cooldown resets, so preventing him from finishing his combo will have a dramatic effect.",Mana,Fighter_Assassin,8,6,2,3,Determination,Every third attack deals bonus damage and heals Xin Zhao.,570.0,92,274.0,55.0,345,35,3.5,32.0,1.25,175,8.0,0.7,7.26,0.45,0,0,63.0,3.0,3.5,0.645
yasuo,Yasuo,the Unforgiven,"An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self defense. Even after his master's true killer was revealed, Yasuo still could not forgive himself for all he had done, and now wanders his homeland with only the wind to guide his blade.","An Ionian of deep resolve, Yasuo is an agile swordsman who wields the air itself against his enemies. As a proud young man, he was falsely accused of murdering his master—unable to prove his innocence, he was forced to slay his own brother in self...",157,"Dash through a minion to have Sweeping Blade available to chase your opponent should they flee; Dash directly to your opponent to preserve a minion as your escape route._At level 18, Yasuo's Steel Tempest reaches its Attack Speed cap with 55% Attack Speed from items._Last Breath can be cast on any target that is knocked Airborne, even by one of your allies.","Steel Tempest is very narrow. Dodge laterally if possible. _When Yasuo lands two Steel Tempests in a row, his next will fire a tornado. Watch and listen for the associated sound to prepare to dodge._Yasuo is at his weakest just after he has launched a whirlwind. Engage at that point._Yasuo's shield from Resolve lasts only 2 seconds. Dealing damage to him will trigger it. Wait it out, then engage.",Flow,Fighter_Assassin,8,4,10,4,Way of the Wanderer,"Yasuo's Critical Strike Chance is increased. Additionally, Yasuo builds toward a shield whenever he is moving. The shield triggers when he takes damage from a champion or monster.",490.0,87,100.0,0.0,345,30,3.4,32.0,1.25,175,6.5,0.9,0.0,0.0,0,0,60.0,3.0,3.5,0.697
yone,Yone,the Unforgotten,"In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own sword. Now, cursed to wear its demonic mask upon his face, Yone tirelessly hunts all such creatures in order to understand what he has become.","In life, he was Yone—half-brother of Yasuo, and renowned student of his village's sword school. But upon his death at the hands of his brother, he found himself hunted by a malevolent entity of the spirit realm, and was forced to slay it with its own...",777,,,Flow,Assassin_Fighter,8,4,8,4,Way of the Hunter,"Yone deals magic damage with every second Attack. In addition, his critical strike chance is increased.",550.0,85,500.0,0.0,345,28,3.4,32.0,1.25,175,7.5,0.75,0.0,0.0,0,0,60.0,2.0,3.5,0.625
yorick,Yorick,Shepherd of Souls,"The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous actions belie his noble purpose: to free his home from the curse of the Ruination.","The last survivor of a long-forgotten religious order, Yorick is both blessed and cursed with power over the dead. Trapped on the Shadow Isles, his only companions are the rotting corpses and shrieking spirits that he gathers to him. Yorick's monstrous...",83,"You do not need to cast Awakening to regain the ability to cast Last Rites._The Maiden will attempt to assist you in a fight, so choose your targets well._You can send the Maiden down a lane alone, be careful though, as she represents a large portion of your combat power.","You can cast Smite on Mist Walkers and the Maiden of the Mist to damage or kill them._Try to thin out Yorick's minions before you engage him, Mist Walkers will die from a basic attack or a single target spell._You can attack Dark Procession to break the wall down.",Mana,Fighter_Tank,6,6,6,4,Shepherd of Souls,<font color='#FF9900'>The Cursed Horde:</font> Yorick can summon Mist Walkers to swarm and attack nearby enemies.,580.0,100,300.0,60.0,340,39,4.0,32.0,1.25,175,8.0,0.8,7.5,0.75,0,0,62.0,5.0,2.0,0.625
yuumi,Yuumi,the Magical Cat,"A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for her. Yearning for affection, Yuumi seeks friendly companions to partner with on her journey, protecting them with luminous shields and fierce resolve. While Book strives to keep her on task, Yuumi is often drawn to worldly comforts, such as naps and fish. In the end, however, she always returns to her quest to find her friend.","A magical cat from Bandle City, Yuumi was once the familiar of a yordle enchantress, Norra. When her master mysteriously disappeared, Yuumi became the Keeper of Norra's sentient Book of Thresholds, traveling through portals in its pages to search for...",350,,,Mana,Support_Mage,5,1,2,8,Bop 'n' Block,"Periodically, when Yuumi attacks a champion, she restores mana and gains a shield that follows her, protecting her and the ally she's attached to.",480.0,70,400.0,45.0,330,25,3.0,25.0,0.3,500,7.0,0.55,10.0,0.4,0,0,55.0,3.1,1.0,0.625
