key,ability,ability_name,description,tooltip,maxrank,cooldown,cost,maxammo,range
517,Q,Chain Lash,"Sylas lashes his chains out, intersecting at his targeted location dealing damage to and slowing enemies. <br><br>After a delay, magical energy explodes from the intersection point dealing damage.","Sylas lashes his chains out, dealing <magicDamage>{{ damage }} magic damage</magicDamage> and <status>Slowing</status> by {{ slowamountcalc }} for {{ slowduration }} seconds. The place where the chains intersect explodes, dealing a further <magicDamage>{{ explosiondamage }} magic damage</magicDamage>.",5,10_9_8_7_6,55_55_55_55_55,-1,775
517,W,Kingslayer,Sylas lunges at an enemy with magical force dealing damage and healing himself against enemy champions.,"Sylas lunges at an enemy with magical force dealing <magicDamage>{{ mindamage }} magic damage</magicDamage>. Against champions, Sylas restores between <healing>{{ minhealing }}</healing> and <healing>{{ maxhealing }} Health</healing> based on his missing Health (max healing at or below {{ maxexecutethreshold*100 }}% Health).",5,13_11.25_9.5_7.75_6,60_70_80_90_100,-1,400
517,E,Abscond / Abduct,"Sylas dashes to a location. Sylas can recast the ability to throw his chains out, pulling himself to an enemy he hits.","Sylas quickly dashes, and prepares a <recast>Recast</recast> for 3.5 seconds.<br /><br /><recast>Recast:</recast> Sylas throws his chains, pulling himself to the first enemy hit, dealing <magicDamage>{{ damage }} magic damage</magicDamage>, and <status>Knocking Up</status> for {{ knockupduration }} seconds.",5,14_13_12_11_10,65_65_65_65_65,-1,400
517,R,Hijack,Sylas steals the enemy's ultimate ability and can cast it freely.,"Sylas hijacks an enemy champion, allowing him to cast a copy of their ultimate Ability, based on his Ultimate level and using his stats.<br /><br />Hijacking an enemy places a Cooldown on them for {{ pertargetcooldown }}% (modified by Sylas' Ability Haste) of the enemy's ultimate's Cooldown, with a minimum of {{ minimumenemycooldown }} seconds, during which time Sylas cannot hijack them again.",3,100_70_40,75_75_75,-1,950
134,Q,Dark Sphere,Syndra conjures a Dark Sphere dealing magic damage. The sphere remains and can be manipulated by her other powers.,"Syndra conjures a <keywordMajor>Dark Sphere</keywordMajor>, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. The <keywordMajor>Sphere</keywordMajor> remains for {{ e2 }} seconds and can be manipulated by Syndra's other Abilities.",5,4_4_4_4_4,40_50_60_70_80,-1,800
134,W,Force of Will,Syndra picks up and throws a Dark Sphere or enemy minion dealing magic damage and slowing the Movement Speed of enemies.,"Syndra grabs a <keywordMajor>Dark Sphere</keywordMajor>, enemy minion, or non-epic jungle monster. She drags it with her and can <recast>Recast</recast> for up to 5 seconds.<br /><br /><recast>Recast</recast>: Syndra hurls the grabbed unit, dealing <magicDamage>{{ throwdamage }} magic damage</magicDamage> and <status>Slowing</status> by {{ e1 }}% for {{ f2 }} seconds.<br /><br />",5,12_11_10_9_8,60_70_80_90_100,-1,925
134,E,Scatter the Weak,Syndra knocks enemies and Dark Spheres back dealing magic damage. Enemies hit by Dark Spheres become stunned.,"Syndra projects a wave of force, <status>Knocking Back</status> enemies and <keywordMajor>Dark Spheres</keywordMajor> and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>.<br /><br /><keywordMajor>Dark Spheres</keywordMajor> that are pushed <status>Stun</status> enemies for {{ e2 }} seconds and deal <magicDamage>{{ totaldamage }} magic damage</magicDamage>.",5,18_17_16_15_14,50_50_50_50_50,-1,650
134,R,Unleashed Power,Syndra bombards an enemy Champion with all of her Dark Spheres.,"Syndra draws on her full cataclysmic power, launching the 3 <keywordMajor>Dark Spheres</keywordMajor> orbiting her plus up to 4 more previously created at an enemy champion. Each <keywordMajor>Dark Sphere</keywordMajor> deals <magicDamage>{{ damagecalc }} magic damage</magicDamage> (max <magicDamage>{{ maxdamagecalc }} magic damage</magicDamage>).",3,120_100_80,100_100_100,-1,675
223,Q,Tongue Lash,"Tahm Kench lashes out with his tongue, damaging and slowing the first unit hit and healing himself it he strikes an enemy champion.<br><br>Applies a stack of  <spellName>An Acquired Taste</spellName> to enemy champions. If the champion already has 3 stacks of <spellName>An Acquired Taste</spellName>, they are stunned and the stacks are consumed.","Deals <magicDamage>{{ totaldamage }} magic damage</magicDamage> to the first enemy hit and slows them by {{ slowamount*100 }}% for {{ slowduration }} seconds. <br /><br />On Champion hit, heals Tahm for <healing>{{ baseheal }} +{{ percenthealthhealing*100 }}% of his missing health</healing> and applies a stack of <spellName>An Acquired Taste</spellName> dealing <magicDamage>{{ spell.tahmkenchpassive:totaldamage }} extra magic damage</magicDamage>. If that Champion already had 3 stacks of <spellName>An Acquired Taste</spellName>, they will also be stunned for {{ stunduration }} seconds, consuming the stacks.<br /><br />Activate <span class=""color0bf7de"">Devour</span> while your tongue is in midair to devour enemy champions who already have 3 stacks of <spellName>An Acquired Taste</spellName> from a distance when you hit them.",5,7_6.5_6_5.5_5,50_46_42_38_34,-1,900
223,W,Abyssal Dive,"Dive down and then re-appear at target location, damaging and knocking up all enemies in an area.","Dive down and then re-appear at target location, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> and knock up all enemies in an area for {{ knockupduration }} second. Hitting at least one enemy champion refunds {{ champrefund*100 }}% of the cooldown and mana cost.<br /><br /><span class=""color0bf7de"">Devoured</span> allies can be taken along for the ride (but can always hop out early).",5,21_20_19_18_17,60_75_90_105_120,-1,1000/1050/1100/1150/1200
223,E,Thick Skin,<passive>Passive:</passive> Tahm Kench stores a percent of the damage he takes and heals based on it while out of combat.<br><br><active>Active:</active> Convert all stored damage into a temporary shield.,"<passive>Passive:</passive> {{ greyhealthratio*100 }}% of damage Tahm Kench takes is stored by his <spellName>Thick Skin</spellName>. If Kench has not taken damage within {{ ooctimer }} seconds, <spellName>Thick Skin</spellName> will rapidly be consumed to heal Tahm for {{ greyhealthhealingratio }} of its value.<br /><br /><active>Active:</active> Convert all your stored <spellName>Thick Skin</spellName> into a <shield>Shield</shield>, lasting {{ shieldduration }} seconds.",5,3_3_3_3_3,0_0_0_0_0,-1,1
223,R,Devour,"Tahm Kench devours a champion for a few seconds, dealing magic damage if they are an enemy, or shielding them if they are an ally.",Tahm Kench devours a champion for a few seconds. He can re-cast to spit them out.<br /><br /><specialRules>Enemy Champions:</specialRules> Require 3 stacks of <spellName>An Acquired Taste</spellName>. Are devoured for up to {{ enemyduration }} seconds and take <magicDamage>{{ basedamage }} (+{{ percenthpdamage }} of their Max Health) magic damage</magicDamage>. Tahm Kench is slowed by {{ slowamount*100 }}% and <keywordName>Grounded</keywordName> during this effect.<br /><br /><specialRules>Ally Champions:</specialRules> Are devoured for up to {{ allyduration }} seconds and are granted <shield>{{ totalshield }} Shield</shield> for up to {{ shielddurationafterexit }} seconds after being spit out. Allies can also choose to exit early. Tahm Kench is slowed by {{ allyslowamount*100 }}% and <keywordName>Grounded</keywordName> during this effect - but he can cast <keywordName>Abyssal Dive</keywordName>.,3,0_0_0,100_100_100,-1,25000
163,Q,Threaded Volley,"Taliyah throws a volley of missiles in a target direction, moving freely as she does. This works the ground below her. If Taliyah casts Threaded Volley on worked ground, she only throws one missile.","Taliyah hurls 5 rocks, each dealing <magicDamage>{{ rockdamage }} magic damage</magicDamage> to the first enemy hit. Subsequent hits against the same enemy deal reduced damage.<br /><br />Taliyah also creates Worked Ground at her location for {{ e6 }} seconds. Using this Ability on Worked Ground instead hurls one rock, refunding {{ workedgroundcdr*100 }}% cooldown and costing only <scaleMana>{{ e7 }} Mana</scaleMana>.",5,7_6_5_4_3,50_60_70_80_90,-1,1000
163,W,Seismic Shove,Taliyah causes an area of ground to erupt and throws enemies within in a direction of her choosing.,"Taliyah quakes the earth, dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage> in an area and <status>Knocking Back</status> enemies toward a chosen direction.",5,16_15_14_13_12,70_80_90_100_110,-1,900
163,E,Unraveled Earth,Taliyah creates a slowing minefield that explodes if enemies dash through it or are pushed/pulled through it.,"Taliyah scatters loose stones in an area, dealing <magicDamage>{{ scatterdamage }} magic damage</magicDamage> and <status>Slowing</status> enemies hit by {{ totalslow }}. After {{ e3 }} seconds the stones shatter, dealing the damage again.<br /><br />Enemies that dash or are <status>Knocked</status> through the stones detonate them, taking <magicDamage>{{ detonationdamage }} magic damage</magicDamage> for each stone they pass through (max 4). Stones beyond the first deal reduced damage.",5,16_14_12_10_8,90_95_100_105_110,-1,800
163,R,Weaver's Wall,Taliyah creates a very long wall and then surfs it.,Taliyah creates a massive earthen wall for {{ e1 }} seconds. If she immediately <recast>Recasts</recast> she will ride along it as it unravels. Moving or taking damage will end the ride.,3,180_150_120,100_100_100,-1,3000/4500/6000
91,Q,Noxian Diplomacy,"Talon stabs the target unit. If they are within melee range, this attack deals critical damage. If they are outside melee range, Talon will leap at his target before stabbing them. Talon refunds some health and cooldown if this ability kills the target.","Talon leaps to a target and deals <physicalDamage>{{ leapdamage }} physical damage</physicalDamage>. If used in melee range, this Ability instead critically strikes for <physicalDamage>{{ criticaldamage }} physical damage</physicalDamage>.<br /><br />If this Ability kills the target, Talon restores <healing>{{ totalhealing }} Health</healing> and refunds {{ e5 }}% of its Cooldown.",5,8_7.5_7_6.5_6,40_40_40_40_40,-1,575
91,W,Rake,"Talon sends out a volley of daggers that then return back to him, dealing physical damage every time it passes through an enemy. The returning blades deal bonus damage and slow units hit.","Talon tosses a volley of blades, dealing <physicalDamage>{{ totalinitialdamage }} physical damage</physicalDamage>. The blades then return to him, dealing <physicalDamage>{{ totalreturndamage }} physical damage</physicalDamage> and <status>Slowing</status> by {{ movespeedslow*100 }}% for {{ slowduration }} second.",5,9_8.5_8_7.5_7,55_60_65_70_75,-1,650
91,E,Assassin's Path,"Talon vaults over any terrain or structure, up to a max distance. This ability has a low cooldown, but puts the used terrain on a long cooldown.",Talon vaults over the nearest terrain or structure. Talon cannot dash over the same terrain more than once every {{ e6 }} seconds.,5,0_0_0_0_0,0_0_0_0_0,-1,725
91,R,Shadow Assault,"Talon disperses a ring of blades and becomes Invisible while gaining additional Movement Speed. When Talon emerges from Invisibility, the blades converge on his location. Each time the blades move, Shadow Assault deals physical damage to enemies hit by at least one blade.","Talon disperses a ring of blades that deal <physicalDamage>{{ damage }} physical damage</physicalDamage>, gains <speed>{{ movespeed*100 }}% Move Speed</speed>, and becomes <keywordStealth>Invisible</keywordStealth> for {{ duration }} seconds. When the <keywordStealth>Invisibility</keywordStealth> ends, the blades return to Talon, dealing <physicalDamage>{{ damage }} physical damage</physicalDamage> again.<br /><br />If Talon cancels the <keywordStealth>Invisibility</keywordStealth> with an Attack or with <spellName>Noxian Diplomacy</spellName>, the blades return to the target instead.",3,100_80_60,100_100_100,-1,550
44,Q,Starlight's Touch,Heals nearby allied champions based on charges stored. Bravado-empowered attacks grant a charge of Starlight's Touch.,<spellPassive>Passive:</spellPassive> Gain a stack (max {{ e6 }}) every {{ stackcooldown }} seconds and when hitting a <spellName>Bravado</spellName> Attack.<br /><br /><spellActive>Active:</spellActive> Consume all stacks to restore <healing>{{ healingperstack }} Health</healing> per stack to nearby ally champions (<healing>{{ maxstackhealing }}</healing> at {{ e6 }} stacks).,5,3_3_3_3_3,65_70_75_80_85,-1,325
44,W,Bastion,Passively increase the Armor of Taric and any allied champion with Bastion.<br><br>Actively shields an ally and grants them Bastion for as long as they remain near Taric. Taric's spells also cast off the ally with Bastion.,"<spellPassive>Passive: </spellPassive>Taric gains <scaleArmor>{{ bonusarmor }} Armor</scaleArmor> and forms a tether between him and the ally bound by this Ability. As long as they are near each other, the ally gains <scaleArmor>{{ bonusarmor }} Armor</scaleArmor> and Taric casts all his Abilities from both himself and his linked ally.<br /><br /><spellPassive>Active: </spellPassive>Taric binds to an ally champion, granting a <shield>{{ e2 }}% max Health Shield</shield> for {{ e3 }} seconds.",5,15_15_15_15_15,60_60_60_60_60,-1,800
44,E,Dazzle,"Taric readies a beam of starlight that, after a brief delay, deals magic damage and stuns enemies.","Taric projects a beam of starlight, bursting after {{ e3 }} second to deal <magicDamage>{{ totaldamage }} magic damage</magicDamage> and <status>Stun</status> enemies for {{ e2 }} seconds.",5,17_16_15_14_13,40_40_40_40_40,-1,610
44,R,Cosmic Radiance,"Pulses cosmic energy onto nearby allied champions after a delay, making them invulnerable for a short duration.","Taric calls down protection from the heavens. After {{ initialdelay }} seconds, nearby ally champions become invulnerable for {{ invulnduration }} seconds.",3,180_150_120,100_100_100,-1,400
17,Q,Blinding Dart,"Obscures an enemy's vision with a powerful venom, dealing damage to the target unit and blinding it for the duration.","Teemo fires a dart, <status>Blinding</status> the target for {{ blindduration }} seconds and dealing <magicDamage>{{ calculateddamage }} magic damage</magicDamage>.",5,7_7_7_7_7,70_75_80_85_90,-1,680
17,W,Move Quick,"Teemo scampers around, passively increasing his Move Speed until he is struck by an enemy champion or turret. Teemo can sprint to gain bonus Move Speed that isn't stopped by being struck for a short time.","<spellPassive>Passive:</spellPassive> Teemo gains <speed>{{ passivemsbonus*100 }}% Move Speed</speed> while he hasn't been damaged by a champion or turret in the last 5 seconds.<br /><br /><spellActive>Active:</spellActive> Teemo sprints, gaining <speed>{{ passivemsbonus*200 }}% Move Speed</speed> that is not lost when struck for {{ msbuffduration }} seconds.",5,14_14_14_14_14,40_40_40_40_40,-1,20
17,E,Toxic Shot,"Each of Teemo's attacks will poison the target, dealing damage on impact and each second after for 4 seconds.","<spellPassive>Passive:</spellPassive> Teemo's Attacks apply poison, dealing an additional <magicDamage>{{ impactcalculateddamage }} magic damage</magicDamage> plus <magicDamage>{{ totaldotdamage }} magic damage</magicDamage> over {{ poisonduration }} seconds.",5,0_0_0_0_0,0_0_0_0_0,-1,680
17,R,Noxious Trap,"Teemo throws an explosive poisonous trap using one of the mushrooms stored in his pack. If an enemy steps on the trap, it will release a poisonous cloud, slowing enemies and damaging them over time. If Teemo throws a mushroom onto another mushroom it will bounce, gaining additional range.",Teemo tosses a mushroom trap that detonates when stepped on. The traps <status>Slow</status> by {{ slowamount }}% and deal <magicDamage>{{ totaldamage }} magic damage</magicDamage> over {{ debuffduration }} seconds. Enemies are revealed for the same duration.<br /><br />Traps last {{ mushroomduration }} minutes and are stealthed. A mushroom tossed onto another mushroom bounces before landing at its position. This Ability has {{ maxammo }} charges ({{ ammorechargetime }} second refresh).<br />,3,0.25_0.25_0.25,75_75_75,3,400/650/900
412,Q,Death Sentence,Thresh binds an enemy in chains and pulls them toward him. Activating this ability a second time pulls Thresh to the enemy.,"Thresh throws out his scythe, <status>Stunning</status> the first unit hit and <status>Pulling</status> them towards Thresh for {{ e2 }} seconds. The scythe does <magicDamage>{{ totaldamage }} magic damage</magicDamage> and also grants <keywordStealth>True Sight</keywordStealth> for the duration.<br /><br />Thresh can <recast>Recast</recast> this Ability to pull himself to the enemy.<br /><br />If this Ability hits, its Cooldown is reduced by {{ e4 }} seconds.",5,20_18_16_14_12,70_70_70_70_70,-1,1075
412,W,Dark Passage,Thresh throws out a lantern that shields nearby allied Champions from damage. Allies can click the lantern to dash to Thresh.,"Thresh throws his lantern, allowing an ally to click on it to dash to Thresh.<br /><br />The lantern also grants <shield>{{ totalshield }} Shield</shield> to Thresh and up to one ally champion if they come in contact with it. ",5,22_20.5_19_17.5_16,50_55_60_65_70,-1,950
412,E,Flay,"Thresh's attacks wind up, dealing more damage the longer he waits between attacks. When activated, Thresh sweeps his chain, knocking all enemies hit in the direction of the blow.","<spellPassive>Passive:</spellPassive> Thresh's Attacks deal additional damage based on how long since he last Attacked. They deal between <magicDamage>{{ pattackdamagemin }}</magicDamage> and <magicDamage>{{ pattackdamagemax }} magic damage</magicDamage>.<br /><br /><spellActive>Active:</spellActive> Thresh whips his chains, <status>Pulling</status> or <status>Pushing</status> enemies in the direction of the swing. Enemies hit are also <status>Slowed</status> by {{ e2 }}% for {{ e4 }} second and take <magicDamage>{{ totaldamage }} magic damage</magicDamage>.",5,13_12.25_11.5_10.75_10,60_65_70_75_80,-1,500
412,R,The Box,A prison of walls that slow and deal damage if broken.,"Thresh creates a prison of spectral walls, <status>Slowing</status> champions by {{ e3 }}% for {{ e2 }} seconds and dealing <magicDamage>{{ totaldamage }} magic damage</magicDamage>. Walls break after one collision, and after one is broken, the rest deal no damage and <status>Slow</status> for half duration.",3,140_120_100,100_100_100,-1,450
18,Q,Rapid Fire,"Tristana fires her weapon rapidly, increasing her Attack Speed for a short time.","Tristana goes full-auto, gaining <attackSpeed>{{ e1 }}% Attack Speed</attackSpeed> for {{ e2 }} seconds.",5,20_19_18_17_16,0_0_0_0_0,-1,20
18,W,Rocket Jump,"Tristana fires at the ground to propel her to a distant location, dealing damage and slowing surrounding units for a brief period where she lands.","Tristana launches herself, dealing <magicDamage>{{ landingdamage }} magic damage</magicDamage> and <status>Slowing</status> by {{ e3 }}% for {{ e2 }} seconds upon landing.<br /><br />Champion takedowns and max stack <spellName>Explosive Charge</spellName> detonations on champions refresh this Ability's Cooldown.",5,22_20_18_16_14,60_60_60_60_60,-1,900
18,E,Explosive Charge,"When Tristana kills a unit, her cannonballs burst into shrapnel, dealing damage to surrounding enemies. Can be activated to place a bomb on a target enemy that explodes after a short duration dealing damage to surrounding units.","<spellPassive>Passive: </spellPassive>Tristana's Attacks that kill enemies deal <magicDamage>{{ passivedamage }} magic damage</magicDamage> to surrounding enemies.<br /><br /><spellActive>Active:</spellActive> Tristana attaches a bomb to an enemy or turret that deals <physicalDamage>{{ activedamage }} physical damage</physicalDamage> to surrounding enemies after {{ activeduration }} seconds. The damage is increased by {{ critchanceamp*100 }}% Critical Strike Chance and by {{ activeperstackamp*100 }}% each time Tristana hits an Attack or Ability (max 4 stacks).<br /><br />At {{ activemaxstacks }} stacks, the bomb explodes immediately (max <physicalDamage>{{ activemaxdamage }} physical damage</physicalDamage>).",5,16_15.5_15_14.5_14,50_55_60_65_70,-1,550
18,R,Buster Shot,"Tristana loads a massive cannonball into her weapon and fires it at an enemy unit. This deals Magic Damage and knocks the target back. If the target is carrying the Explosive Charge bomb, the bomb detonation radius is doubled.","Tristana fires a massive cannonball, dealing <magicDamage>{{ damagecalc }} magic damage</magicDamage> to the target and <status>Knocking</status> them <status>Back</status> along with surrounding enemies.",3,120_110_100,100_100_100,-1,550
48,Q,Chomp,"Trundle bites his opponent, dealing damage, briefly slowing and sapping some of their Attack Damage.","Trundle's next Attack deals an additional <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and briefly <status>Slows</status> by {{ e7 }}%, then Trundle gains <physicalDamage>{{ e3 }} Attack Damage</physicalDamage> for {{ e6 }} seconds and the enemy loses <physicalDamage>{{ effect3amount*0.5 }} Attack Damage</physicalDamage> for the same duration.<br /><br /><rules>This Ability triggers spell effects upon dealing damage.</rules>",5,3.5_3.5_3.5_3.5_3.5,30_30_30_30_30,-1,300
48,W,Frozen Domain,"Trundle turns target location into his domain, gaining Attack Speed, Movement Speed, and increased healing from all sources while on it.","Trundle freezes an area for {{ e4 }} seconds. While inside he gains <speed>{{ e1 }}% Move Speed</speed>, <attackSpeed>{{ e2 }}% Attack Speed</attackSpeed>, and {{ e3 }}% increased healing.",5,15_14_13_12_11,40_40_40_40_40,-1,750
48,E,Pillar of Ice,"Trundle creates an ice pillar at target location, becoming impassable terrain and slowing all nearby enemy units.","Trundle creates an icy pillar for {{ e1 }} seconds, briefly <status>Knocking Back</status> enemies directly over it and <status>Slowing</status> nearby enemies by {{ e2 }}%.",5,24_22_20_18_16,75_75_75_75_75,-1,1000
48,R,Subjugate,"Trundle immediately steals a percent of his target's Health, Armor and Magic Resistance. Over the next 4 seconds the amount of Health, Armor, and Magic Resistance stolen is doubled.","Trundle drains the lifeforce of an enemy champion, dealing <magicDamage>{{ totalpercenthpdamage }} max Health magic damage</magicDamage> and stealing <scaleArmor>{{ armormrshred*100 }}% Armor</scaleArmor> and <scaleMR>Magic Resist</scaleMR> over {{ actualdurationofdrainbuff }} seconds.",3,120_100_80,100_100_100,-1,650
23,Q,Bloodlust,"Tryndamere thrives on the thrills of combat, increasing his Attack Damage as he is more and more wounded. He can cast Bloodlust to consume his Fury and heal himself.","<spellPassive>Passive:</spellPassive> Tryndamere thirsts for blood, gaining <scaleAD>{{ e1 }} Attack Damage</scaleAD> plus <scaleAD>{{ e2 }}</scaleAD> per 1% missing Health.<br /><br /><spellActive>Active:</spellActive> Tryndamere consumes his <keywordMajor>Fury</keywordMajor>, restoring <healing>{{ baseheal }} plus {{ e4 }} Health per Fury</healing>.",5,12_12_12_12_12,0_0_0_0_0,-1,400
23,W,Mocking Shout,"Tryndamere lets out an insulting cry, decreasing surrounding champions' Attack Damage. Enemies with their backs turned to Tryndamere also have their Movement Speed reduced.","Tryndamere hurls insults, reducing champions' Attack Damage by {{ e1 }} for {{ e3 }} seconds. Enemies with their backs towards Tryndamere are <status>Slowed</status> by {{ e2 }}% for the same duration.",5,14_14_14_14_14,0_0_0_0_0,-1,850
23,E,Spinning Slash,"Tryndamere slices toward a target unit, dealing damage to enemies in his path.","Tryndamere spins through his enemies, dealing <physicalDamage>{{ totaldamage }} physical damage</physicalDamage> and generating <keywordMajor>{{ furygained }} Fury</keywordMajor> per enemy hit.<br /><br />This Ability's Cooldown is reduced by {{ e2 }} second when Tryndamere critically strikes, and reduced by {{ e3 }} seconds when critically striking a champion.",5,12_11_10_9_8,0_0_0_0_0,-1,650
23,R,Undying Rage,"Tryndamere's lust for battle becomes so strong that he is unable to die, no matter how wounded he becomes.","Tryndamere becomes completely immune to death for {{ e3 }} seconds, refusing to be reduced below {{ e2 }} Health, and instantly gains <keywordMajor>{{ e1 }} Fury</keywordMajor>.",3,110_100_90,0_0_0,-1,400
4,Q,Wild Cards,"Twisted Fate throws three cards, dealing damage to each enemy unit they pass through.",Twisted Fate throws three cards that deal <magicDamage>{{ totaldamage }} magic damage</magicDamage> each.,5,6_6_6_6_6,60_70_80_90_100,-1,10000
4,W,Pick a Card,"Twisted Fate chooses a magic card from his deck, and uses that for his next attack, causing bonus effects.","Twisted Fate begins shuffling his deck, allowing him to <recast>Recast</recast> to lock in one of three cards and enhance his next Attack.<br /><li>The Blue Card deals <magicDamage>{{ bluedamage }} magic damage</magicDamage> and restores <scaleMana>{{ e6 }} Mana</scaleMana>.<li>The Red Card deals <magicDamage>{{ reddamage }}</magicDamage> to nearby enemies and <status>Slows</status> by {{ e2 }}% for 2.5 seconds.<li>The Gold Card deals <magicDamage>{{ golddamage }}</magicDamage> and <status>Stuns</status> for {{ e3 }} seconds.",5,8_7.5_7_6.5_6,40_55_70_85_100,-1,200
4,E,Stacked Deck,"Every 4 attacks, Twisted Fate deals bonus damage. In addition, his Attack Speed is increased.",<spellPassive>Passive:</spellPassive> Every 4th Attack deals an additional <magicDamage>{{ bonusdamage }} magic damage</magicDamage>.<br /><br />Twisted Fate also gains <attackSpeed>{{ attackspeedbonus }}% Attack Speed</attackSpeed>.,5,0_0_0_0_0,0_0_0_0_0,-1,0
4,R,Destiny,"Twisted Fate predicts the fortunes of his foes, revealing all enemy champions and enabling the use of Gate, which teleports Twisted Fate to any target location in 1.5 seconds.","Twisted Fate focuses on his cards, granting <keywordStealth>True Sight</keywordStealth> of all enemy champions on the map for {{ e1 }} seconds and allowing him to <recast>Recast</recast>.<br /><br /><recast>Recast</recast>: Twisted Fate teleports up to {{ e4 }} units away.",3,180_150_120,100_100_100,-1,5500
29,Q,Ambush,"Twitch becomes Camouflaged for a short duration and gains Move Speed. When leaving Camouflage, Twitch gains Attack Speed for a short duration.<br><br>When an enemy champion with Deadly Venom dies, Ambush's cooldown is reset.","Twitch <keywordStealth>Camouflages</keywordStealth> and gains <speed>{{ e3 }}% Move Speed</speed> for {{ e2 }} seconds. The Move Speed increases to {{ e3 }}% while near an enemy champion that can't see him. After exiting <keywordStealth>Camouflage</keywordStealth>, Twitch gains <attackSpeed>{{ e1 }}% Attack Speed</attackSpeed> for {{ e6 }} seconds.<br /><br />When an enemy champion dies while afflicted with <keywordMajor>Venom</keywordMajor>, this Ability's Cooldown is refreshed.",5,16_16_16_16_16,40_40_40_40_40,-1,20
29,W,Venom Cask,"Twitch hurls a cask of venom that explodes in an area, slowing targets and applying deadly venom to the target.",Twitch hurls a cask that adds a stack of <spellName>Deadly Venom</spellName> to all enemies struck and leaves behind a toxic cloud that persists for {{ duration }} seconds.<br /><br />Enemies that remain within the cloud are <status>Slowed</status> by {{ totalslowamount }}% and receive an additional stack of <spellName>Deadly Venom</spellName> each second.,5,13_12_11_10_9,70_70_70_70_70,-1,950
29,E,Contaminate,Twitch wreaks further havoc on poisoned enemies with a blast of his vile diseases.,"Deals <physicalDamage>{{ basedamage }} physical damage</physicalDamage> to all nearby enemies affected by <spellName>Deadly Venom</spellName>, plus an additional <physicalDamage>{{ physicaldamageperstack }} physical damage</physicalDamage> and <magicDamage>{{ magicdamageperstack }} magical damage</magicDamage> per stack of <spellName>Deadly Venom</spellName>.<br /><br />Max Stack Damage: <physicalDamage>{{ maxphysicaldamage }} physical damage</physicalDamage> and <magicDamage>{{ maxmagicdamage }} magical damage</magicDamage>.",5,12_11_10_9_8,50_60_70_80_90,-1,1200
29,R,Spray and Pray,"Twitch unleashes the full power of his crossbow, shooting bolts over a great distance that pierce all enemies caught in their path.","Twitch unleashes his crossbow, gaining {{ bonusrange }} Attack Range and <scaleAD>{{ bonusad }} Attack Damage</scaleAD>, and causing his Attacks to become piercing bolts for {{ duration }} seconds. These bolts hit all enemies they pass through, but deal {{ falloffdamage*100 }}% less damage to subsequent targets, down to a minimum of {{ minimumfalloffdamage*100 }}% damage.<br />",3,90_90_90,100_100_100,-1,1200
77,Q,Tiger Stance,Tiger Stance: Activation - Udyr's Attack Speed is increased for a few seconds. Persistent Effect - Udyr's first attack and every third attack after will deal a high amount of damage over 2 seconds.,"<keywordMajor>Stance:</keywordMajor> Udyr's next Attack and every third Attack after is a Tiger Strike, dealing an additional <physicalDamage>{{ totaldamagetooltip }} physical damage</physicalDamage> over {{ e5 }} seconds. Subsequent Tiger Strikes on that target refresh this effect and deal any remaining damage instantly.<br /><br /><spellActive>Active:</spellActive> Udyr gains <attackSpeed>{{ e2 }}% Attack Speed</attackSpeed> for {{ e6 }} seconds.<br />",6,6_6_6_6_6_6,45_45_45_45_45_45,-1,600
77,W,Turtle Stance,Turtle Stance: Activation - Udyr gains a temporary shield that absorbs damage. Persistent Effect - Udyr's first attack and every third attack after heals him for 2.5% of his maximum health.,"<keywordMajor>Stance:</keywordMajor> Udyr's first Attack and every third Attack after restores <healing>{{ totalhealtooltip }} Health</healing>, increased up to <healing>{{ empoweredhealtooltip }}</healing> based on Udyr's missing health.<br /><br /><spellPassive>Active:</spellPassive> Udyr gains <shield>{{ totalshieldtooltip }} Shield</shield> for {{ e2 }} seconds.",6,6_6_6_6_6_6,45_45_45_45_45_45,-1,600
77,E,Bear Stance,Bear Stance: Activation - Udyr increases Movement Speed for a short duration. Persistent Effect - Udyr's basic attacks stun his target for 1 second. This effect cannot occur on the same target for several seconds.,<keywordMajor>Stance:</keywordMajor> Udyr's Attacks <status>Stun</status> for {{ e3 }} second. This effect cannot occur on the same target again for {{ e4 }} seconds.<br /><br /><spellActive>Active:</spellActive> Udyr gains <speed>{{ e1 }}% Move Speed</speed> and ignores unit collision for {{ e2 }} seconds.,6,6_6_6_6_6_6,45_45_45_45_45_45,-1,600
77,R,Phoenix Stance,"Phoenix Stance: Activation - Udyr unleashes pulsing waves of fire, dealing damage to nearby enemies. Persistent Effect - Udyr's first attack and every third attack after engulfs enemies in front of him with flames.","<keywordMajor>Stance:</keywordMajor> Udyr's first Attack and every third Attack after unleashes a blast of fire towards his target, dealing <magicDamage>{{ totalconedamage }} magic damage</magicDamage>.<br /><br /><spellActive>Active:</spellActive> Udyr unleashes pulsing waves of fire, dealing <magicDamage>{{ totalaoedamagetooltip }} magic damage</magicDamage> to nearby enemies over {{ phoenixaoeduration }} seconds.",6,6_6_6_6_6_6,45_45_45_45_45_45,-1,325
